-9.451459e-07 1.654271e-17
-1.189090e-06 -2.400664e-06
-1.998768e-06 -5.914804e-06
-3.683385e-06 -1.194739e-05
-6.848762e-06 -2.264018e-05
-1.253785e-05 -4.140512e-05
-2.245332e-05 -7.363244e-05
-3.927795e-05 -1.276374e-04
-6.711103e-05 -2.158899e-04
-1.120359e-04 -3.565449e-04
-1.828243e-04 -5.752474e-04
-2.917688e-04 -9.071316e-04
-4.556119e-04 -1.398858e-03
-6.965135e-04 -2.110458e-03
-1.042972e-03 -3.116678e-03
-1.530586e-03 -4.507457e-03
-2.202516e-03 -6.387167e-03
-3.109526e-03 -8.872260e-03
-4.309445e-03 -1.208706e-02
-5.865979e-03 -1.615764e-02
-7.846805e-03 -2.120381e-02
-1.032096e-02 -2.732967e-02
-1.335566e-02 -3.461321e-02
-1.701263e-02 -4.309578e-02
-2.134427e-02 -5.277238e-02
-2.638993e-02 -6.358363e-02
-3.217246e-02 -7.541042e-02
-3.869556e-02 -8.807182e-02
-4.594191e-02 -1.013268e-01
-5.387243e-02 -1.148798e-01
-6.242666e-02 -1.283898e-01
-7.152425e-02 -1.414830e-01
-8.106749e-02 -1.537668e-01
-9.094462e-02 -1.648462e-01
-1.010337e-01 -1.743398e-01
-1.112069e-01 -1.818949e-01
-1.213344e-01 -1.872015e-01
-1.312887e-01 -1.900035e-01
-1.409476e-01 -1.901073e-01
-1.501976e-01 -1.873877e-01
-1.589356e-01 -1.817896e-01
-1.670702e-01 -1.733290e-01
-1.745228e-01 -1.620892e-01
-1.812271e-01 -1.482173e-01
-1.871286e-01 -1.319175e-01
-1.921841e-01 -1.134447e-01
-1.963599e-01 -9.309683e-02
-1.996308e-01 -7.120739e-02
-2.019790e-01 -4.813778e-02
-2.033924e-01 -2.427009e-02
-2.038643e-01 1.269818e-15
-2.033924e-01 2.427009e-02
-2.019790e-01 4.813778e-02
-1.996308e-01 7.120739e-02
-1.963599e-01 9.309683e-02
-1.921841e-01 1.134447e-01
-1.871286e-01 1.319175e-01
-1.812271e-01 1.482173e-01
-1.745228e-01 1.620892e-01
-1.670702e-01 1.733290e-01
-1.589356e-01 1.817896e-01
-1.501976e-01 1.873877e-01
-1.409476e-01 1.901073e-01
-1.312887e-01 1.900035e-01
-1.213344e-01 1.872015e-01
-1.112069e-01 1.818949e-01
-1.010337e-01 1.743398e-01
-9.094462e-02 1.648462e-01
-8.106749e-02 1.537668e-01
-7.152425e-02 1.414830e-01
-6.242666e-02 1.283898e-01
-5.387243e-02 1.148798e-01
-4.594191e-02 1.013268e-01
-3.869556e-02 8.807182e-02
-3.217246e-02 7.541042e-02
-2.638993e-02 6.358363e-02
-2.134427e-02 5.277238e-02
-1.701263e-02 4.309578e-02
-1.335566e-02 3.461321e-02
-1.032096e-02 2.732967e-02
-7.846805e-03 2.120381e-02
-5.865979e-03 1.615764e-02
-4.309445e-03 1.208706e-02
-3.109526e-03 8.872260e-03
-2.202516e-03 6.387167e-03
-1.530586e-03 4.507457e-03
-1.042972e-03 3.116678e-03
-6.965135e-04 2.110458e-03
-4.556119e-04 1.398858e-03
-2.917688e-04 9.071316e-04
-1.828243e-04 5.752474e-04
-1.120359e-04 3.565449e-04
-6.711103e-05 2.158899e-04
-3.927795e-05 1.276374e-04
-2.245332e-05 7.363244e-05
-1.253785e-05 4.140512e-05
-6.848762e-06 2.264018e-05
-3.683385e-06 1.194739e-05
-1.998768e-06 5.914804e-06
-1.189090e-06 2.400664e-06
